cost,coverage_balanced,balanced_error,coverage_worst_group,worst_group_error
0.01,0.684403657913208,0.4392353892326355,0.6623853445053101,0.637499988079071
0.05,0.6990825533866882,0.4029003009200096,0.7036697268486023,0.6037735939025879
0.1,0.7146788835525513,0.3497660532593727,0.721100926399231,0.5943396091461182
